CTMT_A,CTMT_B,SUB_A,SUB_B,SUB_NOME_A,SUB_NOME_B,CONJ_A,CONJ_B,CONJ_NOME_A,CONJ_NOME_B,n_ties_campo,n_ties_telecomandadas,chaves,chaves_telecomandadas
AFR014,CAM006,18520461,18520488,SETD ARI FRANCO,SETD CAMARA,15010,14991,ARI FRANCO,CAMARA,1,0,20789170,
AGR001,AGR002,1285,1285,SETD AGUA GRANDE,SETD AGUA GRANDE,15045,15045,AGUA GRANDE AEREO,AGUA GRANDE AEREO,1,0,1614570,
AGR001,CCD205,1285,1186,SETD AGUA GRANDE,SETD CASCADURA,15045,,AGUA GRANDE AEREO,,1,0,1631699,
AGR002,MTC001,1285,1276,SETD AGUA GRANDE,SETD MATURACA,15045,15031,AGUA GRANDE AEREO,MATURACA AEREO,1,0,1611721,
AGR003,AGR010,1285,1285,SETD AGUA GRANDE,SETD AGUA GRANDE,15045,15045,AGUA GRANDE AEREO,AGUA GRANDE AEREO,1,0,1631622,
AGR003,MTC007,1285,1276,SETD AGUA GRANDE,SETD MATURACA,15045,15031,AGUA GRANDE AEREO,MATURACA AEREO,1,0,430473531,
AGR003,MTC012,1285,1276,SETD AGUA GRANDE,SETD MATURACA,15045,15031,AGUA GRANDE AEREO,MATURACA AEREO,1,0,1631629,
AGR004,AGR009,1285,1285,SETD AGUA GRANDE,SETD AGUA GRANDE,15045,15045,AGUA GRANDE AEREO,AGUA GRANDE AEREO,1,0,1589426,
AGR004,MRT273,1285,1312,SETD AGUA GRANDE,SETD MERITI,15045,,AGUA GRANDE AEREO,,1,0,1589426,
AGR005,AGR010,1285,1285,SETD AGUA GRANDE,SETD AGUA GRANDE,15045,15045,AGUA GRANDE AEREO,AGUA GRANDE AEREO,1,0,1631636,
AGR005,VGE33444,1285,1267,SETD AGUA GRANDE,SETD VIGARIO GERAL,15045,15062,AGUA GRANDE AEREO,VIGARIO GERAL AEREO,1,0,1587739,
AGR008,BPN29920,1285,1159,SETD AGUA GRANDE,SETD BRAS DE PINA,15045,15045,AGUA GRANDE AEREO,AGUA GRANDE AEREO,1,0,1627191,
AGR008,MRT273,1285,1312,SETD AGUA GRANDE,SETD MERITI,15045,,AGUA GRANDE AEREO,,1,0,1601340,
AGR010,AGR012,1285,1285,SETD AGUA GRANDE,SETD AGUA GRANDE,15045,15045,AGUA GRANDE AEREO,AGUA GRANDE AEREO,1,0,1631657,
AGR010,CCD205,1285,1186,SETD AGUA GRANDE,SETD CASCADURA,15045,,AGUA GRANDE AEREO,,1,0,1631580,
AGR010,MTC012,1285,1276,SETD AGUA GRANDE,SETD MATURACA,15045,15031,AGUA GRANDE AEREO,MATURACA AEREO,1,0,1631867,
AGR011,MRT273,1285,1312,SETD AGUA GRANDE,SETD MERITI,15045,,AGUA GRANDE AEREO,,1,0,1613639,
AGR011,VGE3703,1285,1267,SETD AGUA GRANDE,SETD VIGARIO GERAL,15045,15062,AGUA GRANDE AEREO,VIGARIO GERAL AEREO,1,0,159805584,
AGR013,CCD205,1285,1186,SETD AGUA GRANDE,SETD CASCADURA,15045,,AGUA GRANDE AEREO,,1,0,1608193,
AGR013,CLG0004,1285,1249,SETD AGUA GRANDE,SETD COLEGIO,15045,15021,AGUA GRANDE AEREO,COLEGIO AEREO,1,0,1608193,
AGR013,CLG0012,1285,1249,SETD AGUA GRANDE,SETD COLEGIO,15045,15021,AGUA GRANDE AEREO,COLEGIO AEREO,1,0,1608200,
AGR013,MTC007,1285,1276,SETD AGUA GRANDE,SETD MATURACA,15045,15031,AGUA GRANDE AEREO,MATURACA AEREO,1,0,1608158,
ALC0001,ALC9993,10385889,10385889,SETD ALDEIA CAMPISTA,SETD ALDEIA CAMPISTA,15033,15033,ALDEIA CAMPISTA,ALDEIA CAMPISTA,1,0,11006829,
ALC0001,URG29706,10385889,10385979,SETD ALDEIA CAMPISTA,SETD URUGUAI,15033,15025,ALDEIA CAMPISTA,URUGUAI AEREO,1,0,11093895,
ALC3166,ALC734,10385889,10385889,SETD ALDEIA CAMPISTA,SETD ALDEIA CAMPISTA,15033,15033,ALDEIA CAMPISTA,ALDEIA CAMPISTA,1,0,11136322,
ALC3166,LPD29232,10385889,10386033,SETD ALDEIA CAMPISTA,SETD LEOPOLDO,15033,15030,ALDEIA CAMPISTA,LEOPOLDO AEREO,1,0,11056833,
ALC33118,ALC718,10385889,10385889,SETD ALDEIA CAMPISTA,SETD ALDEIA CAMPISTA,15033,15033,ALDEIA CAMPISTA,ALDEIA CAMPISTA,1,0,11136210,
ALC33118,RCP9821,10385889,10386006,SETD ALDEIA CAMPISTA,SETD RIO COMPRIDO,15033,15058,ALDEIA CAMPISTA,RIO COMPRIDO AEREO,1,0,11136189,
ALC3403,ALC3601,10385889,10385889,SETD ALDEIA CAMPISTA,SETD ALDEIA CAMPISTA,15030,15033,LEOPOLDO AEREO,ALDEIA CAMPISTA,1,0,11136399,
ALC3403,LPD29232,10385889,10386033,SETD ALDEIA CAMPISTA,SETD LEOPOLDO,15030,15030,LEOPOLDO AEREO,LEOPOLDO AEREO,1,0,1008248410,
ALC3403,LPD33251,10385889,10386033,SETD ALDEIA CAMPISTA,SETD LEOPOLDO,15030,15030,LEOPOLDO AEREO,LEOPOLDO AEREO,1,0,579093224,
ALC3601,ALC734,10385889,10385889,SETD ALDEIA CAMPISTA,SETD ALDEIA CAMPISTA,15033,15033,ALDEIA CAMPISTA,ALDEIA CAMPISTA,1,0,1022156737,
ALC651,ALC740,10385889,10385889,SETD ALDEIA CAMPISTA,SETD ALDEIA CAMPISTA,15033,15033,ALDEIA CAMPISTA,ALDEIA CAMPISTA,1,0,11080362,
ALC683,ALC9946,10385889,10385889,SETD ALDEIA CAMPISTA,SETD ALDEIA CAMPISTA,15033,15033,ALDEIA CAMPISTA,ALDEIA CAMPISTA,1,0,11136868,
ALC718,RCP33216,10385889,10386006,SETD ALDEIA CAMPISTA,SETD RIO COMPRIDO,15033,15058,ALDEIA CAMPISTA,RIO COMPRIDO AEREO,1,0,11036510,
ALC718,RCP9821,10385889,10386006,SETD ALDEIA CAMPISTA,SETD RIO COMPRIDO,15033,15058,ALDEIA CAMPISTA,RIO COMPRIDO AEREO,1,0,97946163,
ALC740,ALC9993,10385889,10385889,SETD ALDEIA CAMPISTA,SETD ALDEIA CAMPISTA,15033,15033,ALDEIA CAMPISTA,ALDEIA CAMPISTA,1,0,277194893,
ALC740,URG29706,10385889,10385979,SETD ALDEIA CAMPISTA,SETD URUGUAI,15033,15025,ALDEIA CAMPISTA,URUGUAI AEREO,1,0,11024107,
ALC740,URG29718,10385889,10385979,SETD ALDEIA CAMPISTA,SETD URUGUAI,15033,15025,ALDEIA CAMPISTA,URUGUAI AEREO,1,0,11006353,
ALC740,URG29970,10385889,10385979,SETD ALDEIA CAMPISTA,SETD URUGUAI,15033,15025,ALDEIA CAMPISTA,URUGUAI AEREO,1,0,11006283,
ALC9993,LPD29159,10385889,10386033,SETD ALDEIA CAMPISTA,SETD LEOPOLDO,15033,15030,ALDEIA CAMPISTA,LEOPOLDO AEREO,1,0,615454727,
ALC9993,LPD29232,10385889,10386033,SETD ALDEIA CAMPISTA,SETD LEOPOLDO,15033,15030,ALDEIA CAMPISTA,LEOPOLDO AEREO,1,0,11006836,
AVD0001,AVD30081,10385943,10385943,SETD ALVORADA,SETD ALVORADA,15004,15004,ALVORADA,ALVORADA,1,0,481168504,
AVD0001,ITP0003,10385943,10385988,SETD ALVORADA,SETD ITAPEBA,15004,15066,ALVORADA,ITAPEBA AEREO URBANO,1,0,11214035,
AVD30048,AVD33351,10385943,10385943,SETD ALVORADA,SETD ALVORADA,15004,15004,ALVORADA,ALVORADA,1,0,469175417,
AVD30048,ITP0002,10385943,10385988,SETD ALVORADA,SETD ITAPEBA,15004,15060,ALVORADA,ITAPEBA SUBTERRANEO,1,0,469175417,
AVD30048,ITP0003,10385943,10385988,SETD ALVORADA,SETD ITAPEBA,15004,15066,ALVORADA,ITAPEBA AEREO URBANO,1,0,984292170,
AVD30081,AVD30282,10385943,10385943,SETD ALVORADA,SETD ALVORADA,15004,15004,ALVORADA,ALVORADA,1,0,542942428,
AVD30081,AVD33351,10385943,10385943,SETD ALVORADA,SETD ALVORADA,15004,15004,ALVORADA,ALVORADA,1,0,481168504,
AVD33312,AVD33340,10385943,10385943,SETD ALVORADA,SETD ALVORADA,15004,15004,ALVORADA,ALVORADA,1,0,11101948,
AVD33320,AVD33340,10385943,10385943,SETD ALVORADA,SETD ALVORADA,15004,15004,ALVORADA,ALVORADA,1,0,11079571,
AVD33340,AVD33360,10385943,10385943,SETD ALVORADA,SETD ALVORADA,15004,15004,ALVORADA,ALVORADA,1,0,11102046,
AVD33340,BAR3515,10385943,10385907,SETD ALVORADA,SETD BARRA,15004,15690,ALVORADA,BARRA SUBTERRANEO,1,0,11079683,
AVD33357,ITP0003,10385943,10385988,SETD ALVORADA,SETD ITAPEBA,15004,15066,ALVORADA,ITAPEBA AEREO URBANO,1,0,11137008,
AVD33625,GDN0011,10385943,457474244,SETD ALVORADA,SETD GARDENIA,15004,16903,ALVORADA,GARDENIA,1,0,11138583,
BAR000,BAR29386,10385907,10385907,SETD BARRA,SETD BARRA,15013,15013,BARRA AEREO,BARRA AEREO,1,0,11061701,
BAR000,PDG29023,10385907,10385916,SETD BARRA,SETD PORTA DAGUA,15013,16902,BARRA AEREO,PORTA DAGUA AEREO,1,0,481928510,
BAR000,PDG33647,10385907,10385916,SETD BARRA,SETD PORTA DAGUA,15013,16902,BARRA AEREO,PORTA DAGUA AEREO,1,0,11077765,
BAR24135,BAR3515,10385907,10385907,SETD BARRA,SETD BARRA,15013,15690,BARRA AEREO,BARRA SUBTERRANEO,1,0,11009244,
BAR29386,BAR29407,10385907,10385907,SETD BARRA,SETD BARRA,15013,15013,BARRA AEREO,BARRA AEREO,1,0,11135762,
BAR29407,BAR33398,10385907,10385907,SETD BARRA,SETD BARRA,15013,15013,BARRA AEREO,BARRA AEREO,1,0,674643246,
BAR30673,BAR33368,10385907,10385907,SETD BARRA,SETD BARRA,15013,15013,BARRA AEREO,BARRA AEREO,1,0,61146800,
BAR33368,BAR4841,10385907,10385907,SETD BARRA,SETD BARRA,15013,15013,BARRA AEREO,BARRA AEREO,1,0,26253813,
BAR33398,BAR4472,10385907,10385907,SETD BARRA,SETD BARRA,15013,15013,BARRA AEREO,BARRA AEREO,1,0,11119625,
BAR33398,BAR4841,10385907,10385907,SETD BARRA,SETD BARRA,15013,15013,BARRA AEREO,BARRA AEREO,1,0,11026032,
BAR3462,BAR4841,10385907,10385907,SETD BARRA,SETD BARRA,15690,15013,BARRA SUBTERRANEO,BARRA AEREO,1,0,11120563,
BAR3515,BAR4998,10385907,10385907,SETD BARRA,SETD BARRA,15690,15013,BARRA SUBTERRANEO,BARRA AEREO,1,0,11009328,
BAR4472,BAR4841,10385907,10385907,SETD BARRA,SETD BARRA,15013,15013,BARRA AEREO,BARRA AEREO,1,0,11026032,
BAR99999,SCO0001,10385907,10386060,SETD BARRA,SETD SAO CONRADO,15013,15053,BARRA AEREO,SAO CONRADO AEREO,1,0,770064557,
BFG24599,BFG29289,10385934,10385934,SETD BOTAFOGO,SETD BOTAFOGO,15064,15067,BOTAFOGO SUBTERRANEO,BOTAFOGO AEREO URBANO,1,0,11307646,
BFG24849,HMT3386,10385934,10386096,SETD BOTAFOGO,SETD HUMAITA,15064,15059,BOTAFOGO SUBTERRANEO,HUMAITA SUBTERRANEO,1,0,503304038,
BFG29165,BFG29902,10385934,10385934,SETD BOTAFOGO,SETD BOTAFOGO,15067,15067,BOTAFOGO AEREO URBANO,BOTAFOGO AEREO URBANO,1,0,11308269,
BMT0001,BMT29601,1195,1195,SETD BOCA DO MATO,SETD BOCA DO MATO,14998,15055,PIEDADE,BOCA DO MATO AEREO,1,0,15179291,
BMT0001,PDD3984,1195,1231,SETD BOCA DO MATO,SETD PIEDADE,14998,14998,PIEDADE,PIEDADE,1,0,1613324,
BMT29737,BMT29822,1195,1195,SETD BOCA DO MATO,SETD BOCA DO MATO,15055,15055,BOCA DO MATO AEREO,BOCA DO MATO AEREO,1,0,1616698,
BMT29840,BMT33497,1195,1195,SETD BOCA DO MATO,SETD BOCA DO MATO,15055,15055,BOCA DO MATO AEREO,BOCA DO MATO AEREO,1,0,1595929,
BMT29884,BMT29985,1195,1195,SETD BOCA DO MATO,SETD BOCA DO MATO,15055,15055,BOCA DO MATO AEREO,BOCA DO MATO AEREO,1,0,1586710,
BPD1093,SLZ4500,10385961,10386069,SETD BAEPENDI,SETD SANTA LUZIA,15063,15016,BAEPENDI SUBTERRANEO,SANTA LUZIA,1,0,534989703,
BPD1093,SLZ4680,10385961,10386069,SETD BAEPENDI,SETD SANTA LUZIA,15063,15016,BAEPENDI SUBTERRANEO,SANTA LUZIA,1,0,531610178,
BPD24186,BPD24650,10385961,10385961,SETD BAEPENDI,SETD BAEPENDI,15063,15026,BAEPENDI SUBTERRANEO,BAEPENDI AEREO,1,0,1026098535,
BPD24650,BPD24726,10385961,10385961,SETD BAEPENDI,SETD BAEPENDI,15026,15063,BAEPENDI AEREO,BAEPENDI SUBTERRANEO,1,0,1026098535,
BPD4609,BPD4700,10385961,10385961,SETD BAEPENDI,SETD BAEPENDI,15063,15026,BAEPENDI SUBTERRANEO,BAEPENDI AEREO,1,0,11240602,
BPD4950,SLZ4500,10385961,10386069,SETD BAEPENDI,SETD SANTA LUZIA,15063,15016,BAEPENDI SUBTERRANEO,SANTA LUZIA,1,0,534989703,
BPD9400,SMT9110,10385961,10385997,SETD BAEPENDI,SETD SAMARITANO,15063,15076,BAEPENDI SUBTERRANEO,SAMARITANO SUBTERRANEO,1,0,473585378,
BPD9400,SMT9344,10385961,10385997,SETD BAEPENDI,SETD SAMARITANO,15063,15076,BAEPENDI SUBTERRANEO,SAMARITANO SUBTERRANEO,1,0,473585378,
BPD9612,SAT2891,10385961,10385970,SETD BAEPENDI,SETD SANTO ANTONIO,15063,15083,BAEPENDI SUBTERRANEO,SANTO ANTONIO SUBTERRANEO,1,0,477621734,
BPD9790,SAT2891,10385961,10385970,SETD BAEPENDI,SETD SANTO ANTONIO,15063,15083,BAEPENDI SUBTERRANEO,SANTO ANTONIO SUBTERRANEO,1,0,477621734,
BPN00001,BPN20131,1159,1159,SETD BRAS DE PINA,SETD BRAS DE PINA,15017,15024,BRAS DE PINA,TRIAGEM AEREO,1,0,1598862,
BPN00001,BPN29431,1159,1159,SETD BRAS DE PINA,SETD BRAS DE PINA,15017,15017,BRAS DE PINA,BRAS DE PINA,1,0,1581096,
BPN00001,PER33741,1159,1240,SETD BRAS DE PINA,SETD PEDRO ERNESTO,15017,15061,BRAS DE PINA,PEDRO ERNESTO AEREO,1,0,133084054,
BPN20131,BPN20135,1159,1159,SETD BRAS DE PINA,SETD BRAS DE PINA,15024,,TRIAGEM AEREO,,1,0,1605834,
BPN20131,CCD205,1159,1186,SETD BRAS DE PINA,SETD CASCADURA,15024,,TRIAGEM AEREO,,1,0,649124289,
BPN20131,CCD224,1159,1186,SETD BRAS DE PINA,SETD CASCADURA,15024,,TRIAGEM AEREO,,1,0,579264895,
BPN20131,CCD268,1159,1186,SETD BRAS DE PINA,SETD CASCADURA,15024,,TRIAGEM AEREO,,1,0,1588138,
BPN20131,MRT273,1159,1312,SETD BRAS DE PINA,SETD MERITI,15024,,TRIAGEM AEREO,,1,0,134738017,
BPN20131,PER33741,1159,1240,SETD BRAS DE PINA,SETD PEDRO ERNESTO,15024,15061,TRIAGEM AEREO,PEDRO ERNESTO AEREO,1,0,714706243,
BPN20131,PER70278,1159,1240,SETD BRAS DE PINA,SETD PEDRO ERNESTO,15024,15017,TRIAGEM AEREO,BRAS DE PINA,1,0,16416007,
BPN20131,TER12912,1159,1123,SETD BRAS DE PINA,SETD TERRA NOVA,15024,15044,TRIAGEM AEREO,TERRA NOVA AEREO,1,0,1615963,
BPN20131,TRG223,1159,1204,SETD BRAS DE PINA,SETD TRIAGEM,15024,,TRIAGEM AEREO,,1,0,1611917,
BPN20135,TRG275,1159,1204,SETD BRAS DE PINA,SETD TRIAGEM,,,,,1,0,1617958,
BPN29431,BPN29858,1159,1159,SETD BRAS DE PINA,SETD BRAS DE PINA,15017,15017,BRAS DE PINA,BRAS DE PINA,1,0,1627219,
BPN29431,BPN29920,1159,1159,SETD BRAS DE PINA,SETD BRAS DE PINA,15017,15045,BRAS DE PINA,AGUA GRANDE AEREO,1,0,1629221,
BPN29431,BPN33195,1159,1159,SETD BRAS DE PINA,SETD BRAS DE PINA,15017,15017,BRAS DE PINA,BRAS DE PINA,1,0,1581145,
BPN29522,BPN29872,1159,1159,SETD BRAS DE PINA,SETD BRAS DE PINA,15017,15017,BRAS DE PINA,BRAS DE PINA,1,0,1566709,
BPN29590,BPN314,1159,1159,SETD BRAS DE PINA,SETD BRAS DE PINA,15017,,BRAS DE PINA,,1,0,1624489,
BPN29590,MRT273,1159,1312,SETD BRAS DE PINA,SETD MERITI,15017,,BRAS DE PINA,,1,0,1629305,
BPN29858,BPN29920,1159,1159,SETD BRAS DE PINA,SETD BRAS DE PINA,15017,15045,BRAS DE PINA,AGUA GRANDE AEREO,1,0,1627394,
BPN29869,BPN29915,1159,1159,SETD BRAS DE PINA,SETD BRAS DE PINA,15017,15017,BRAS DE PINA,BRAS DE PINA,1,0,141556134,
BPN29869,BPN29920,1159,1159,SETD BRAS DE PINA,SETD BRAS DE PINA,15017,15045,BRAS DE PINA,AGUA GRANDE AEREO,1,0,1605316,
BPN29872,BPN29904,1159,1159,SETD BRAS DE PINA,SETD BRAS DE PINA,15017,15017,BRAS DE PINA,BRAS DE PINA,1,0,1619820,
BPN29872,PER0002,1159,1240,SETD BRAS DE PINA,SETD PEDRO ERNESTO,15017,15061,BRAS DE PINA,PEDRO ERNESTO AEREO,1,0,1566765,
BPN29881,MRT273,1159,1312,SETD BRAS DE PINA,SETD MERITI,15017,,BRAS DE PINA,,1,0,1625672,
BPN29915,BPN303,1159,1159,SETD BRAS DE PINA,SETD BRAS DE PINA,15017,15017,BRAS DE PINA,BRAS DE PINA,1,0,1581362,
BPN29915,PER763,1159,1240,SETD BRAS DE PINA,SETD PEDRO ERNESTO,15017,15061,BRAS DE PINA,PEDRO ERNESTO AEREO,1,0,1617370,
BPN307,MRT273,1159,1312,SETD BRAS DE PINA,SETD MERITI,,,,,1,0,721791344,
BPN314,MRT273,1159,1312,SETD BRAS DE PINA,SETD MERITI,,,,,1,0,134256395,
BPN33195,PER0002,1159,1240,SETD BRAS DE PINA,SETD PEDRO ERNESTO,15017,15061,BRAS DE PINA,PEDRO ERNESTO AEREO,1,0,1581138,
BPN33195,PER70278,1159,1240,SETD BRAS DE PINA,SETD PEDRO ERNESTO,15017,15017,BRAS DE PINA,BRAS DE PINA,1,0,239094249,
BRI00005,BRI003,18521208,18521208,SETD BRISAMAR,SETD BRISAMAR,15006,15006,BRISA MAR,BRISA MAR,1,0,135611175,
BRI00005,ESP019,18521208,18519958,SETD BRISAMAR,SETD ESPERANCA,15006,16899,BRISA MAR,ESPERANCA AEREO AT/MT,1,0,20789758,
BRI00005,ESP020,18521208,18519958,SETD BRISAMAR,SETD ESPERANCA,15006,16899,BRISA MAR,ESPERANCA AEREO AT/MT,1,0,161725091,
BRI00005,ITG0004,18521208,310129856,SETD BRISAMAR,SETD ITAGUAI,15006,15694,BRISA MAR,ITAGUAI,1,0,760493296,
BRI00005,ITG0011,18521208,310129856,SETD BRISAMAR,SETD ITAGUAI,15006,15694,BRISA MAR,ITAGUAI,1,0,20719194,
BRI001,ESP019,18521208,18519958,SETD BRISAMAR,SETD ESPERANCA,15006,16899,BRISA MAR,ESPERANCA AEREO AT/MT,1,0,359387604,
BRI001,ITG0010,18521208,310129856,SETD BRISAMAR,SETD ITAGUAI,15006,15694,BRISA MAR,ITAGUAI,1,0,20701827,
BRI001,SRD0005,18521208,18521154,SETD BRISAMAR,SETD SEROPEDICA,15006,15043,BRISA MAR,SEROPEDICA AEREO,1,0,725132092,
BRI001,SRD002,18521208,18521154,SETD BRISAMAR,SETD SEROPEDICA,15006,15043,BRISA MAR,SEROPEDICA AEREO,1,0,977979996,
BRI002,BRI003,18521208,18521208,SETD BRISAMAR,SETD BRISAMAR,15006,15006,BRISA MAR,BRISA MAR,1,0,344670826,
BRI003,ITG0007,18521208,310129856,SETD BRISAMAR,SETD ITAGUAI,15006,15694,BRISA MAR,ITAGUAI,1,0,22322738,
BRR38521,PDG33647,345834478,10385916,SETD BARRA 2,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,481675211,
CAM001,CAM002,18520488,18520488,SETD CAMARA,SETD CAMARA,14991,14991,CAMARA,CAMARA,1,0,20805878,
CAM001,CAM004,18520488,18520488,SETD CAMARA,SETD CAMARA,14991,14991,CAMARA,CAMARA,1,0,20805969,
CAM002,CAM004,18520488,18520488,SETD CAMARA,SETD CAMARA,14991,14991,CAMARA,CAMARA,1,0,295388617,
CAM002,CAM020,18520488,18520488,SETD CAMARA,SETD CAMARA,14991,14991,CAMARA,CAMARA,1,0,530210360,
CAM003,CAM011,18520488,18520488,SETD CAMARA,SETD CAMARA,14991,14991,CAMARA,CAMARA,1,0,460922269,
CAM003,CAM014,18520488,18520488,SETD CAMARA,SETD CAMARA,14991,14991,CAMARA,CAMARA,1,0,20669088,
CAM003,PMG002,18520488,18520479,SETD CAMARA,SETD PADRE MIGUEL,14991,14991,CAMARA,CAMARA,1,0,978473804,
CAM005,CAM015,18520488,18520488,SETD CAMARA,SETD CAMARA,14991,14991,CAMARA,CAMARA,1,0,20690830,
CAM007,CAM019,18520488,18520488,SETD CAMARA,SETD CAMARA,14991,14991,CAMARA,CAMARA,1,0,466976858,
CAM007,STS005,18520488,18521136,SETD CAMARA,SETD SANTISSIMO,14991,15042,CAMARA,SANTISSIMO AEREO,1,0,20805514,
CAM008,CAM018,18520488,18520488,SETD CAMARA,SETD CAMARA,14991,14991,CAMARA,CAMARA,1,0,20813336,
CAM009,STS005,18520488,18521136,SETD CAMARA,SETD SANTISSIMO,14991,15042,CAMARA,SANTISSIMO AEREO,1,0,20694547,
CAM011,CAM012,18520488,18520488,SETD CAMARA,SETD CAMARA,14991,14991,CAMARA,CAMARA,1,0,20231225,
CAM011,CAM014,18520488,18520488,SETD CAMARA,SETD CAMARA,14991,14991,CAMARA,CAMARA,1,0,20720244,
CAM014,CAM019,18520488,18520488,SETD CAMARA,SETD CAMARA,14991,14991,CAMARA,CAMARA,1,0,20669088,
CAM015,CAM020,18520488,18520488,SETD CAMARA,SETD CAMARA,14991,14991,CAMARA,CAMARA,1,0,20690053,
CAM017,STS003,18520488,18521136,SETD CAMARA,SETD SANTISSIMO,14991,15042,CAMARA,SANTISSIMO AEREO,1,0,20733523,
CAM018,PMG0018,18520488,18520479,SETD CAMARA,SETD PADRE MIGUEL,14991,15019,CAMARA,PADRE MIGUEL,1,0,20680813,
CAM019,PMG009,18520488,18520479,SETD CAMARA,SETD PADRE MIGUEL,14991,15019,CAMARA,PADRE MIGUEL,1,0,54791501,
CBI00002,CBI24801,1141,1141,SETD CACHAMBI,SETD CACHAMBI,15027,15027,CACHAMBI AEREO,CACHAMBI AEREO,1,0,1625840,
CBI24801,CBI24854,1141,1141,SETD CACHAMBI,SETD CACHAMBI,15027,15027,CACHAMBI AEREO,CACHAMBI AEREO,1,0,1601690,
CBI24801,CBI33806,1141,1141,SETD CACHAMBI,SETD CACHAMBI,15027,15027,CACHAMBI AEREO,CACHAMBI AEREO,1,0,1625840,
CBI24833,CBI33798,1141,1141,SETD CACHAMBI,SETD CACHAMBI,15027,15027,CACHAMBI AEREO,CACHAMBI AEREO,1,0,1609523,
CBI24840,CBI33806,1141,1141,SETD CACHAMBI,SETD CACHAMBI,15027,15027,CACHAMBI AEREO,CACHAMBI AEREO,1,0,345752887,
CBI24854,CBI24896,1141,1141,SETD CACHAMBI,SETD CACHAMBI,15027,15027,CACHAMBI AEREO,CACHAMBI AEREO,1,0,478016669,
CBI24854,CBI33803,1141,1141,SETD CACHAMBI,SETD CACHAMBI,15027,15027,CACHAMBI AEREO,CACHAMBI AEREO,1,0,1601711,
CBI24876,CBI24970,1141,1141,SETD CACHAMBI,SETD CACHAMBI,15027,15027,CACHAMBI AEREO,CACHAMBI AEREO,1,0,1617559,
CBI24876,TRG783,1141,1204,SETD CACHAMBI,SETD TRIAGEM,15027,15024,CACHAMBI AEREO,TRIAGEM AEREO,1,0,1617503,
CBI24896,CBI33803,1141,1141,SETD CACHAMBI,SETD CACHAMBI,15027,15027,CACHAMBI AEREO,CACHAMBI AEREO,1,0,1596587,
CBI24955,CBI33795,1141,1141,SETD CACHAMBI,SETD CACHAMBI,15027,15027,CACHAMBI AEREO,CACHAMBI AEREO,1,0,1594627,
CBI24982,TRG959,1141,1204,SETD CACHAMBI,SETD TRIAGEM,15027,15024,CACHAMBI AEREO,TRIAGEM AEREO,1,0,1595537,
CBI33803,CBI33806,1141,1141,SETD CACHAMBI,SETD CACHAMBI,15027,15027,CACHAMBI AEREO,CACHAMBI AEREO,1,0,1623019,
CBI33803,CBI34677,1141,1141,SETD CACHAMBI,SETD CACHAMBI,15027,15027,CACHAMBI AEREO,CACHAMBI AEREO,1,0,359897363,
CBI33806,PDD3356,1141,1231,SETD CACHAMBI,SETD PIEDADE,15027,,CACHAMBI AEREO,,1,0,345752887,
CCD00001,CCD34454,1186,1186,SETD CASCADURA,SETD CASCADURA,15034,15034,CASCADURA AEREO,CASCADURA AEREO,1,0,1621815,
CCD00001,CCD34455,1186,1186,SETD CASCADURA,SETD CASCADURA,15034,15034,CASCADURA AEREO,CASCADURA AEREO,1,0,1622487,
CCD00001,CCD910,1186,1186,SETD CASCADURA,SETD CASCADURA,15034,15034,CASCADURA AEREO,CASCADURA AEREO,1,0,1554221,
CCD205,CCD250,1186,1186,SETD CASCADURA,SETD CASCADURA,,15034,,CASCADURA AEREO,1,0,1580606,
CCD205,CCD268,1186,1186,SETD CASCADURA,SETD CASCADURA,,,,,1,0,1588208,
CCD205,CCD292,1186,1186,SETD CASCADURA,SETD CASCADURA,,,,,1,0,776612870,
CCD205,CCD3713,1186,1186,SETD CASCADURA,SETD CASCADURA,,15034,,CASCADURA AEREO,1,0,1606660,
CCD205,MRT2492,1186,1312,SETD CASCADURA,SETD MERITI,,,,,1,0,490490857,
CCD205,MRT273,1186,1312,SETD CASCADURA,SETD MERITI,,,,,1,0,670834453,
CCD205,MTC007,1186,1276,SETD CASCADURA,SETD MATURACA,,15031,,MATURACA AEREO,1,0,1614416,
CCD213,CCD815,1186,1186,SETD CASCADURA,SETD CASCADURA,,15034,,CASCADURA AEREO,1,0,1618056,
CCD213,VVQ9884,1186,1177,SETD CASCADURA,SETD VILA VALQUEIRE,,15032,,VILA VALQUEIRE,1,0,29328908,
CCD224,CCD256,1186,1186,SETD CASCADURA,SETD CASCADURA,,,,,1,0,833860450,
CCD224,CCD815,1186,1186,SETD CASCADURA,SETD CASCADURA,,15034,,CASCADURA AEREO,1,0,1618840,
CCD224,PDD29513,1186,1231,SETD CASCADURA,SETD PIEDADE,,14998,,PIEDADE,1,0,1625966,
CCD224,TRG347,1186,1204,SETD CASCADURA,SETD TRIAGEM,,,,,1,0,1612050,
CCD237,CCD3787,1186,1186,SETD CASCADURA,SETD CASCADURA,15034,15034,CASCADURA AEREO,CASCADURA AEREO,1,0,1630075,
CCD237,TQR00003,1186,10385871,SETD CASCADURA,SETD TAQUARA,15034,15023,CASCADURA AEREO,TAQUARA AEREO,1,0,461360608,
